date,SELIC
2006-10-10,14.16
2006-10-11,14.16
2006-10-13,14.16
2006-10-16,14.16
2006-10-17,14.16
2006-10-18,14.16
2006-10-19,13.67
2006-10-20,13.65
2006-10-23,13.66
2006-10-24,13.67
2006-10-25,13.68
2006-10-26,13.68
2006-10-27,13.67
2006-10-30,13.68
2006-10-31,13.68
2006-11-01,13.68
2006-11-03,13.67
2006-11-06,13.69
2006-11-07,13.69
2006-11-08,13.69
2006-11-09,13.68
2006-11-10,13.66
2006-11-13,13.68
2006-11-14,13.67
2006-11-16,13.66
2006-11-17,13.66
2006-11-20,13.68
2006-11-21,13.68
2006-11-22,13.66
2006-11-23,13.67
2006-11-24,13.66
2006-11-27,13.66
2006-11-28,13.68
2006-11-29,13.68
2006-11-30,13.18
2006-12-01,13.18
2006-12-04,13.18
2006-12-05,13.19
2006-12-06,13.18
2006-12-07,13.18
2006-12-08,13.18
2006-12-11,13.19
2006-12-12,13.18
2006-12-13,13.19
2006-12-14,13.19
2006-12-15,13.18
2006-12-18,13.19
2006-12-19,13.19
2006-12-20,13.19
2006-12-21,13.19
2006-12-22,13.19
2006-12-26,13.19
2006-12-27,13.18
2006-12-28,13.19
2006-12-29,13.19
2007-01-02,13.19
2007-01-03,13.18
2007-01-04,13.19
2007-01-05,13.19
2007-01-08,13.19
2007-01-09,13.19
2007-01-10,13.19
2007-01-11,13.19
2007-01-12,13.18
2007-01-15,13.19
2007-01-16,13.19
2007-01-17,13.19
2007-01-18,13.19
2007-01-19,13.19
2007-01-22,13.19
2007-01-23,13.19
2007-01-24,13.18
2007-01-25,12.94
2007-01-26,12.92
2007-01-29,12.93
2007-01-30,12.93
2007-01-31,12.93
2007-02-01,12.93
2007-02-02,12.93
2007-02-05,12.93
2007-02-06,12.93
2007-02-07,12.93
2007-02-08,12.93
2007-02-09,12.93
2007-02-12,12.93
2007-02-13,12.93
2007-02-14,12.93
2007-02-15,12.93
2007-02-16,12.94
2007-02-21,12.94
2007-02-22,12.94
2007-02-23,12.94
2007-02-26,12.93
2007-02-27,12.93
2007-02-28,12.93
2007-03-01,12.93
2007-03-02,12.93
2007-03-05,12.93
2007-03-06,12.93
2007-03-07,12.93
2007-03-08,12.69
2007-03-09,12.69
2007-03-12,12.69
2007-03-13,12.68
2007-03-14,12.68
2007-03-15,12.68
2007-03-16,12.68
2007-03-19,12.68
2007-03-20,12.68
2007-03-21,12.68
2007-03-22,12.68
2007-03-23,12.68
2007-03-26,12.68
2007-03-27,12.68
2007-03-28,12.68
2007-03-29,12.68
2007-03-30,12.68
2007-04-02,12.68
2007-04-03,12.68
2007-04-04,12.68
2007-04-05,12.69
2007-04-09,12.68
2007-04-10,12.68
2007-04-11,12.68
2007-04-12,12.68
2007-04-13,12.68
2007-04-16,12.68
2007-04-17,12.67
2007-04-18,12.67
2007-04-19,12.43
2007-04-20,12.43
2007-04-23,12.43
2007-04-24,12.43
2007-04-25,12.43
2007-04-26,12.43
2007-04-27,12.43
2007-04-30,12.43
2007-05-02,12.43
2007-05-03,12.43
2007-05-04,12.43
2007-05-07,12.43
2007-05-08,12.43
2007-05-09,12.43
2007-05-10,12.43
2007-05-11,12.43
2007-05-14,12.43
2007-05-15,12.43
2007-05-16,12.43
2007-05-17,12.43
2007-05-18,12.43
2007-05-21,12.43
2007-05-22,12.43
2007-05-23,12.43
2007-05-24,12.43
2007-05-25,12.43
2007-05-28,12.43
2007-05-29,12.43
2007-05-30,12.43
2007-05-31,12.43
2007-06-01,12.43
2007-06-04,12.43
2007-06-05,12.43
2007-06-06,12.43
2007-06-08,11.93
2007-06-11,11.93
2007-06-12,11.93
2007-06-13,11.93
2007-06-14,11.93
2007-06-15,11.93
2007-06-18,11.93
2007-06-19,11.93
2007-06-20,11.93
2007-06-21,11.93
2007-06-22,11.93
2007-06-25,11.93
2007-06-26,11.93
2007-06-27,11.93
2007-06-28,11.93
2007-06-29,11.93
2007-07-02,11.93
2007-07-03,11.93
2007-07-04,11.93
2007-07-05,11.93
2007-07-06,11.93
2007-07-09,11.93
2007-07-10,11.93
2007-07-11,11.93
2007-07-12,11.93
2007-07-13,11.93
2007-07-16,11.93
2007-07-17,11.93
2007-07-18,11.93
2007-07-19,11.43
2007-07-20,11.43
2007-07-23,11.43
2007-07-24,11.43
2007-07-25,11.43
2007-07-26,11.43
2007-07-27,11.43
2007-07-30,11.43
2007-07-31,11.43
2007-08-01,11.43
2007-08-02,11.43
2007-08-03,11.43
2007-08-06,11.43
2007-08-07,11.43
2007-08-08,11.43
2007-08-09,11.43
2007-08-10,11.43
2007-08-13,11.42
2007-08-14,11.43
2007-08-15,11.43
2007-08-16,11.43
2007-08-17,11.43
2007-08-20,11.43
2007-08-21,11.43
2007-08-22,11.43
2007-08-23,11.43
2007-08-24,11.43
2007-08-27,11.43
2007-08-28,11.43
2007-08-29,11.43
2007-08-30,11.43
2007-08-31,11.43
2007-09-03,11.43
2007-09-04,11.43
2007-09-05,11.43
2007-09-06,11.18
2007-09-10,11.18
2007-09-11,11.18
2007-09-12,11.18
2007-09-13,11.18
2007-09-14,11.18
2007-09-17,11.18
2007-09-18,11.18
2007-09-19,11.18
2007-09-20,11.18
2007-09-21,11.18
2007-09-24,11.18
2007-09-25,11.18
2007-09-26,11.18
2007-09-27,11.18
2007-09-28,11.18
2007-10-01,11.18
2007-10-02,11.18
2007-10-03,11.18
2007-10-04,11.18
2007-10-05,11.18
2007-10-08,11.18
2007-10-09,11.18
2007-10-10,11.18
2007-10-11,11.18
2007-10-15,11.18
2007-10-16,11.18
2007-10-17,11.18
2007-10-18,11.18
2007-10-19,11.18
2007-10-22,11.18
2007-10-23,11.18
2007-10-24,11.18
2007-10-25,11.18
2007-10-26,11.18
2007-10-29,11.18
2007-10-30,11.17
2007-10-31,11.18
2007-11-01,11.18
2007-11-05,11.18
2007-11-06,11.18
2007-11-07,11.18
2007-11-08,11.18
2007-11-09,11.18
2007-11-12,11.18
2007-11-13,11.18
2007-11-14,11.18
2007-11-16,11.18
2007-11-19,11.18
2007-11-20,11.18
2007-11-21,11.18
2007-11-22,11.18
2007-11-23,11.18
2007-11-26,11.18
2007-11-27,11.18
2007-11-28,11.18
2007-11-29,11.18
2007-11-30,11.18
2007-12-03,11.18
2007-12-04,11.18
2007-12-05,11.18
2007-12-06,11.18
2007-12-07,11.18
2007-12-10,11.18
2007-12-11,11.18
2007-12-12,11.18
2007-12-13,11.18
2007-12-14,11.18
2007-12-17,11.18
2007-12-18,11.18
2007-12-19,11.18
2007-12-20,11.18
2007-12-21,11.18
2007-12-24,11.18
2007-12-26,11.18
2007-12-27,11.18
2007-12-28,11.18
2007-12-31,11.18
2008-01-02,11.18
2008-01-03,11.18
2008-01-04,11.18
2008-01-07,11.17
2008-01-08,11.17
2008-01-09,11.18
2008-01-10,11.18
2008-01-11,11.18
2008-01-14,11.18
2008-01-15,11.18
2008-01-16,11.18
2008-01-17,11.18
2008-01-18,11.18
2008-01-21,11.17
2008-01-22,11.18
2008-01-23,11.18
2008-01-24,11.17
2008-01-25,11.18
2008-01-28,11.18
2008-01-29,11.18
2008-01-30,11.18
2008-01-31,11.18
2008-02-01,11.18
2008-02-06,11.18
2008-02-07,11.18
2008-02-08,11.18
2008-02-11,11.18
2008-02-12,11.18
2008-02-13,11.18
2008-02-14,11.18
2008-02-15,11.17
2008-02-18,11.18
2008-02-19,11.18
2008-02-20,11.18
2008-02-21,11.18
2008-02-22,11.18
2008-02-25,11.18
2008-02-26,11.18
2008-02-27,11.18
2008-02-28,11.18
2008-02-29,11.18
2008-03-03,11.18
2008-03-04,11.17
2008-03-05,11.18
2008-03-06,11.18
2008-03-07,11.18
2008-03-10,11.18
2008-03-11,11.18
2008-03-12,11.18
2008-03-13,11.18
2008-03-14,11.18
2008-03-17,11.18
2008-03-18,11.17
2008-03-19,11.18
2008-03-20,11.18
2008-03-24,11.18
2008-03-25,11.18
2008-03-26,11.18
2008-03-27,11.18
2008-03-28,11.18
2008-03-31,11.18
2008-04-01,11.18
2008-04-02,11.13
2008-04-03,11.18
2008-04-04,11.18
2008-04-07,11.18
2008-04-08,11.18
2008-04-09,11.18
2008-04-10,11.18
2008-04-11,11.18
2008-04-14,11.18
2008-04-15,11.18
2008-04-16,11.18
2008-04-17,11.68
2008-04-18,11.65
2008-04-22,11.64
2008-04-23,11.64
2008-04-24,11.62
2008-04-25,11.6
2008-04-28,11.61
2008-04-29,11.61
2008-04-30,11.61
2008-05-02,11.61
2008-05-05,11.61
2008-05-06,11.61
2008-05-07,11.61
2008-05-08,11.6
2008-05-09,11.61
2008-05-12,11.61
2008-05-13,11.62
2008-05-14,11.63
2008-05-15,11.63
2008-05-16,11.64
2008-05-19,11.64
2008-05-20,11.64
2008-05-21,11.64
2008-05-23,11.64
2008-05-26,11.64
2008-05-27,11.64
2008-05-28,11.64
2008-05-29,11.64
2008-05-30,11.64
2008-06-02,11.64
2008-06-03,11.64
2008-06-04,11.64
2008-06-05,12.14
2008-06-06,12.14
2008-06-09,12.14
2008-06-10,12.16
2008-06-11,12.17
2008-06-12,12.17
2008-06-13,12.17
2008-06-16,12.17
2008-06-17,12.17
2008-06-18,12.17
2008-06-19,12.17
2008-06-20,12.17
2008-06-23,12.17
2008-06-24,12.17
2008-06-25,12.17
2008-06-26,12.17
2008-06-27,12.17
2008-06-30,12.17
2008-07-01,12.17
2008-07-02,12.17
2008-07-03,12.17
2008-07-04,12.17
2008-07-07,12.17
2008-07-08,12.17
2008-07-09,12.17
2008-07-10,12.17
2008-07-11,12.17
2008-07-14,12.17
2008-07-15,12.17
2008-07-16,12.17
2008-07-17,12.17
2008-07-18,12.17
2008-07-21,12.17
2008-07-22,12.17
2008-07-23,12.16
2008-07-24,12.91
2008-07-25,12.92
2008-07-28,12.92
2008-07-29,12.92
2008-07-30,12.92
2008-07-31,12.92
2008-08-01,12.92
2008-08-04,12.92
2008-08-05,12.92
2008-08-06,12.92
2008-08-07,12.92
2008-08-08,12.92
2008-08-11,12.92
2008-08-12,12.91
2008-08-13,12.91
2008-08-14,12.92
2008-08-15,12.92
2008-08-18,12.92
2008-08-19,12.92
2008-08-20,12.92
2008-08-21,12.92
2008-08-22,12.92
2008-08-25,12.92
2008-08-26,12.92
2008-08-27,12.92
2008-08-28,12.92
2008-08-29,12.92
2008-09-01,12.91
2008-09-02,12.92
2008-09-03,12.92
2008-09-04,12.92
2008-09-05,12.92
2008-09-08,12.91
2008-09-09,12.92
2008-09-10,12.92
2008-09-11,13.66
2008-09-12,13.66
2008-09-15,13.66
2008-09-16,13.66
2008-09-17,13.66
2008-09-18,13.66
2008-09-19,13.66
2008-09-22,13.66
2008-09-23,13.66
2008-09-24,13.66
2008-09-25,13.66
2008-09-26,13.66
2008-09-29,13.67
2008-09-30,13.66
2008-10-01,13.66
2008-10-02,13.67
2008-10-03,13.67
2008-10-06,13.67
2008-10-07,13.67
2008-10-08,13.67
2008-10-09,13.67
2008-10-10,13.67
2008-10-13,13.67
2008-10-14,13.67
2008-10-15,13.67
2008-10-16,13.66
2008-10-17,13.66
2008-10-20,13.66
2008-10-21,13.66
2008-10-22,13.66
2008-10-23,13.66
2008-10-24,13.66
2008-10-27,13.66
2008-10-28,13.66
2008-10-29,13.67
2008-10-30,13.67
2008-10-31,13.65
2008-11-03,13.65
2008-11-04,13.65
2008-11-05,13.65
2008-11-06,13.65
2008-11-07,13.64
2008-11-10,13.64
2008-11-11,13.64
2008-11-12,13.64
2008-11-13,13.64
2008-11-14,13.63
2008-11-17,13.63
2008-11-18,13.63
2008-11-19,13.64
2008-11-20,13.63
2008-11-21,13.63
2008-11-24,13.64
2008-11-25,13.64
2008-11-26,13.64
2008-11-27,13.64
2008-11-28,13.65
2008-12-01,13.65
2008-12-02,13.66
2008-12-03,13.66
2008-12-04,13.66
2008-12-05,13.66
2008-12-08,13.66
2008-12-09,13.66
2008-12-10,13.66
2008-12-11,13.66
2008-12-12,13.66
2008-12-15,13.66
2008-12-16,13.66
2008-12-17,13.66
2008-12-18,13.66
2008-12-19,13.66
2008-12-22,13.66
2008-12-23,13.66
2008-12-24,13.66
2008-12-26,13.66
2008-12-29,13.66
2008-12-30,13.66
2008-12-31,13.67
2009-01-02,13.67
2009-01-05,13.66
2009-01-06,13.66
2009-01-07,13.66
2009-01-08,13.66
2009-01-09,13.66
2009-01-12,13.66
2009-01-13,13.66
2009-01-14,13.66
2009-01-15,13.66
2009-01-16,13.66
2009-01-19,13.66
2009-01-20,13.65
2009-01-21,13.65
2009-01-22,12.65
2009-01-23,12.66
2009-01-26,12.65
2009-01-27,12.66
2009-01-28,12.66
2009-01-29,12.66
2009-01-30,12.66
2009-02-02,12.66
2009-02-03,12.66
2009-02-04,12.66
2009-02-05,12.66
2009-02-06,12.66
2009-02-09,12.66
2009-02-10,12.66
2009-02-11,12.66
2009-02-12,12.66
2009-02-13,12.66
2009-02-16,12.66
2009-02-17,12.66
2009-02-18,12.66
2009-02-19,12.66
2009-02-20,12.66
2009-02-25,12.66
2009-02-26,12.66
2009-02-27,12.66
2009-03-02,12.66
2009-03-03,12.66
2009-03-04,12.66
2009-03-05,12.66
2009-03-06,12.66
2009-03-09,12.66
2009-03-10,12.66
2009-03-11,12.66
2009-03-12,11.16
2009-03-13,11.16
2009-03-16,11.16
2009-03-17,11.16
2009-03-18,11.16
2009-03-19,11.16
2009-03-20,11.16
2009-03-23,11.16
2009-03-24,11.16
2009-03-25,11.16
2009-03-26,11.16
2009-03-27,11.16
2009-03-30,11.16
2009-03-31,11.16
2009-04-01,11.16
2009-04-02,11.16
2009-04-03,11.16
2009-04-06,11.16
2009-04-07,11.16
2009-04-08,11.16
2009-04-09,11.16
2009-04-13,11.16
2009-04-14,11.16
2009-04-15,11.16
2009-04-16,11.16
2009-04-17,11.16
2009-04-20,11.16
2009-04-22,11.16
2009-04-23,11.16
2009-04-24,11.16
2009-04-27,11.16
2009-04-28,11.16
2009-04-29,11.15
2009-04-30,10.16
2009-05-04,10.16
2009-05-05,10.16
2009-05-06,10.16
2009-05-07,10.16
2009-05-08,10.16
2009-05-11,10.16
2009-05-12,10.15
2009-05-13,10.16
2009-05-14,10.16
2009-05-15,10.16
2009-05-18,10.16
2009-05-19,10.16
2009-05-20,10.16
2009-05-21,10.16
2009-05-22,10.16
2009-05-25,10.16
2009-05-26,10.16
2009-05-27,10.16
2009-05-28,10.16
2009-05-29,10.16
2009-06-01,10.16
2009-06-02,10.16
2009-06-03,10.16
2009-06-04,10.16
2009-06-05,10.16
2009-06-08,10.16
2009-06-09,10.16
2009-06-10,10.15
2009-06-12,9.16
2009-06-15,9.16
2009-06-16,9.16
2009-06-17,9.16
2009-06-18,9.16
2009-06-19,9.16
2009-06-22,9.16
2009-06-23,9.16
2009-06-24,9.16
2009-06-25,9.16
2009-06-26,9.16
2009-06-29,9.16
2009-06-30,9.16
2009-07-01,9.16
2009-07-02,9.16
2009-07-03,9.16
2009-07-06,9.16
2009-07-07,9.16
2009-07-08,9.16
2009-07-09,9.16
2009-07-10,9.16
2009-07-13,9.16
2009-07-14,9.16
2009-07-15,9.16
2009-07-16,9.16
2009-07-17,9.16
2009-07-20,9.16
2009-07-21,9.16
2009-07-22,9.15
2009-07-23,8.66
2009-07-24,8.66
2009-07-27,8.66
2009-07-28,8.65
2009-07-29,8.66
2009-07-30,8.65
2009-07-31,8.65
2009-08-03,8.65
2009-08-04,8.65
2009-08-05,8.65
2009-08-06,8.65
2009-08-07,8.65
2009-08-10,8.65
2009-08-11,8.65
2009-08-12,8.65
2009-08-13,8.65
2009-08-14,8.65
2009-08-17,8.65
2009-08-18,8.65
2009-08-19,8.65
2009-08-20,8.65
2009-08-21,8.65
2009-08-24,8.65
2009-08-25,8.65
2009-08-26,8.65
2009-08-27,8.65
2009-08-28,8.65
2009-08-31,8.65
2009-09-01,8.65
2009-09-02,8.65
2009-09-03,8.65
2009-09-04,8.65
2009-09-08,8.65
2009-09-09,8.65
2009-09-10,8.65
2009-09-11,8.65
2009-09-14,8.65
2009-09-15,8.65
2009-09-16,8.65
2009-09-17,8.65
2009-09-18,8.65
2009-09-21,8.65
2009-09-22,8.65
2009-09-23,8.65
2009-09-24,8.65
2009-09-25,8.65
2009-09-28,8.65
2009-09-29,8.65
2009-09-30,8.65
2009-10-01,8.65
2009-10-02,8.65
2009-10-05,8.65
2009-10-06,8.65
2009-10-07,8.65
2009-10-08,8.65
2009-10-09,8.65
2009-10-13,8.65
2009-10-14,8.65
2009-10-15,8.65
2009-10-16,8.65
2009-10-19,8.65
2009-10-20,8.65
2009-10-21,8.65
2009-10-22,8.65
2009-10-23,8.65
2009-10-26,8.65
2009-10-27,8.65
2009-10-28,8.65
2009-10-29,8.65
2009-10-30,8.65
2009-11-03,8.65
2009-11-04,8.65
2009-11-05,8.65
2009-11-06,8.65
2009-11-09,8.65
2009-11-10,8.65
2009-11-11,8.65
2009-11-12,8.65
2009-11-13,8.65
2009-11-16,8.65
2009-11-17,8.65
2009-11-18,8.65
2009-11-19,8.65
2009-11-20,8.65
2009-11-23,8.65
2009-11-24,8.65
2009-11-25,8.65
2009-11-26,8.65
2009-11-27,8.65
2009-11-30,8.65
2009-12-01,8.65
2009-12-02,8.65
2009-12-03,8.65
2009-12-04,8.65
2009-12-07,8.65
2009-12-08,8.65
2009-12-09,8.65
2009-12-10,8.65
2009-12-11,8.65
2009-12-14,8.65
2009-12-15,8.65
2009-12-16,8.65
2009-12-17,8.65
2009-12-18,8.65
2009-12-21,8.65
2009-12-22,8.65
2009-12-23,8.65
2009-12-24,8.65
2009-12-28,8.65
2009-12-29,8.64
2009-12-30,8.65
2009-12-31,8.65
2010-01-04,8.65
2010-01-05,8.65
2010-01-06,8.65
2010-01-07,8.65
2010-01-08,8.65
2010-01-11,8.65
2010-01-12,8.65
2010-01-13,8.65
2010-01-14,8.65
2010-01-15,8.65
2010-01-18,8.65
2010-01-19,8.65
2010-01-20,8.65
2010-01-21,8.65
2010-01-22,8.65
2010-01-25,8.65
2010-01-26,8.64
2010-01-27,8.65
2010-01-28,8.65
2010-01-29,8.65
2010-02-01,8.65
2010-02-02,8.65
2010-02-03,8.65
2010-02-04,8.65
2010-02-05,8.65
2010-02-08,8.65
2010-02-09,8.65
2010-02-10,8.65
2010-02-11,8.65
2010-02-12,8.65
2010-02-17,8.65
2010-02-18,8.65
2010-02-19,8.65
2010-02-22,8.65
2010-02-23,8.65
2010-02-24,8.65
2010-02-25,8.65
2010-02-26,8.65
2010-03-01,8.65
2010-03-02,8.65
2010-03-03,8.65
2010-03-04,8.65
2010-03-05,8.65
2010-03-08,8.65
2010-03-09,8.65
2010-03-10,8.65
2010-03-11,8.65
2010-03-12,8.65
2010-03-15,8.65
2010-03-16,8.65
2010-03-17,8.65
2010-03-18,8.65
2010-03-19,8.65
2010-03-22,8.65
2010-03-23,8.65
2010-03-24,8.65
2010-03-25,8.65
2010-03-26,8.65
2010-03-29,8.65
2010-03-30,8.65
2010-03-31,8.65
2010-04-01,8.65
2010-04-05,8.65
2010-04-06,8.65
2010-04-07,8.65
2010-04-08,8.65
2010-04-09,8.65
2010-04-12,8.65
2010-04-13,8.65
2010-04-14,8.65
2010-04-15,8.65
2010-04-16,8.65
2010-04-19,8.65
2010-04-20,8.65
2010-04-22,8.65
2010-04-23,8.64
2010-04-26,8.64
2010-04-27,8.64
2010-04-28,8.64
2010-04-29,9.39
2010-04-30,9.4
2010-05-03,9.4
2010-05-04,9.4
2010-05-05,9.4
2010-05-06,9.4
2010-05-07,9.4
2010-05-10,9.4
2010-05-11,9.4
2010-05-12,9.4
2010-05-13,9.4
2010-05-14,9.4
2010-05-17,9.4
2010-05-18,9.4
2010-05-19,9.4
2010-05-20,9.4
2010-05-21,9.4
2010-05-24,9.39
2010-05-25,9.4
2010-05-26,9.4
2010-05-27,9.4
2010-05-28,9.39
2010-05-31,9.39
2010-06-01,9.4
2010-06-02,9.4
2010-06-04,9.4
2010-06-07,9.4
2010-06-08,9.4
2010-06-09,9.4
2010-06-10,10.15
2010-06-11,10.15
2010-06-14,10.15
2010-06-15,10.15
2010-06-16,10.15
2010-06-17,10.15
2010-06-18,10.15
2010-06-21,10.15
2010-06-22,10.15
2010-06-23,10.15
2010-06-24,10.15
2010-06-25,10.15
2010-06-28,10.16
2010-06-29,10.16
2010-06-30,10.16
2010-07-01,10.16
2010-07-02,10.16
2010-07-05,10.16
2010-07-06,10.16
2010-07-07,10.16
2010-07-08,10.16
2010-07-09,10.16
2010-07-12,10.16
2010-07-13,10.16
2010-07-14,10.16
2010-07-15,10.16
2010-07-16,10.16
2010-07-19,10.16
2010-07-20,10.16
2010-07-21,10.16
2010-07-22,10.66
2010-07-23,10.66
2010-07-26,10.66
2010-07-27,10.66
2010-07-28,10.66
2010-07-29,10.66
2010-07-30,10.66
2010-08-02,10.66
2010-08-03,10.66
2010-08-04,10.66
2010-08-05,10.66
2010-08-06,10.66
2010-08-09,10.66
2010-08-10,10.66
2010-08-11,10.66
2010-08-12,10.66
2010-08-13,10.66
2010-08-16,10.66
2010-08-17,10.66
2010-08-18,10.66
2010-08-19,10.66
2010-08-20,10.66
2010-08-23,10.66
2010-08-24,10.66
2010-08-25,10.66
2010-08-26,10.66
2010-08-27,10.66
2010-08-30,10.66
2010-08-31,10.66
2010-09-01,10.66
2010-09-02,10.66
2010-09-03,10.66
2010-09-06,10.66
2010-09-08,10.66
2010-09-09,10.66
2010-09-10,10.66
2010-09-13,10.66
